"Invoice";"InboundDate";"Supplier";"OrderDate";"InvoiceDate"
"FFCC153343";"2015-11-13";"PROV40000520";"2015-10-10";"2015-11-16"
"FFCC153347";"2015-11-01";"PROV1597";"2015-10-24";"2015-11-04"
"FFCC153377";"2015-11-06";"PROV1061";"2015-10-12";"2015-11-09"
"FFCC153378";"2015-11-10";"PROV40000187";"2015-09-28";"2015-11-13"
"FFCC153379";"2015-11-20";"PROV40000187";"2015-10-21";"2015-11-23"
"FFCC153380";"2015-11-17";"PROV1014";"2015-09-24";"2015-11-20"
"FFCC153381";"2015-11-20";"PROV40000520";"2015-10-27";"2015-11-23"
"FFCC153382";"2015-11-25";"PROV1734";"2015-11-09";"2015-11-28"
"FFCC153383";"2015-11-21";"PROV1734";"2015-11-08";"2015-11-24"
"FFCC153384";"2015-11-20";"PROV40000500";"2015-11-06";"2015-11-23"
"FFCC153385";"2015-11-30";"PROV40000010";"2015-11-08";"2015-12-03"
"FFCC153386";"2015-11-20";"PROV1397";"2015-10-18";"2015-11-23"
"FFCC153394";"2015-11-01";"PROV1485";"2015-09-14";"2015-11-04"
"FFCC153396";"2015-11-20";"PROV40000187";"2015-10-09";"2015-11-23"
"FFCC153397";"2015-11-01";"PROV1597";"2015-09-23";"2015-11-04"
"FFCC153411";"2015-11-27";"PROV1003";"2015-10-20";"2015-11-30"
"FFCC153422";"2015-11-25";"PROV1485";"2015-10-28";"2015-11-28"
"FFCC153423";"2015-11-26";"PROV1485";"2015-11-10";"2015-11-29"
"FFCC153424";"2015-11-23";"PROV1061";"2015-10-01";"2015-11-26"
"FFCC153425";"2015-11-30";"PROV40002065";"2015-10-21";"2015-12-03"
"FFCC153426";"2015-11-30";"PROV40002065";"2015-11-11";"2015-12-03"
"FFCC153427";"2015-11-30";"PROV41000980";"2015-10-31";"2015-12-03"
"FFCC153428";"2015-11-30";"PROV1323";"2015-10-08";"2015-12-03"
"FFCC153429";"2015-11-01";"PROV1733";"2015-10-19";"2015-11-04"
"FFCC153432";"2015-11-01";"PROV1475";"2015-10-17";"2015-11-04"
"FFCC153435";"2015-11-01";"PROV1597";"2015-10-18";"2015-11-04"
"FFCC153467";"2015-11-03";"PROV40002220";"2015-10-05";"2015-11-06"
"FFCC153470";"2015-11-06";"PROV1485";"2015-10-21";"2015-11-09"
"FFCC153472";"2015-11-17";"PROV1216";"2015-09-28";"2015-11-20"
"FFCC153473";"2015-11-30";"PROV40000520";"2015-11-02";"2015-12-03"
"FFCC153484";"2015-11-01";"PROV40000520";"2015-10-21";"2015-11-04"
"FFCC153486";"2015-11-17";"PROV1475";"2015-10-27";"2015-11-20"
"FFCC153490";"2015-11-09";"PROV1734";"2015-10-30";"2015-11-12"
"FFCC153550";"2015-12-05";"PROV1465";"2015-11-12";"2015-12-08"
"FFCC153551";"2015-12-01";"PROV1014";"2015-11-05";"2015-12-04"
"FFCC153552";"2015-12-01";"PROV1441";"2015-10-12";"2015-12-04"
"FFCC153557";"2015-12-04";"PROV1061";"2015-11-24";"2015-12-07"
"FFCC153558";"2015-12-01";"PROV1428";"2015-10-29";"2015-12-04"
"FFCC153565";"2015-12-01";"PROV40002330";"2015-11-06";"2015-12-04"
"FFCC153566";"2015-12-01";"PROV1485";"2015-11-16";"2015-12-04"
"FFCC153569";"2015-12-01";"PROV1398";"2015-11-01";"2015-12-04"
"FFCC153573";"2015-12-01";"PROV40000520";"2015-10-24";"2015-12-04"
"FFCC153575";"2015-12-01";"PROV1834";"2015-11-12";"2015-12-04"
"FFCC153576";"2015-12-14";"PROV1876";"2015-11-27";"2015-12-17"
"FFCC153578";"2015-12-01";"PROV40002220";"2015-11-12";"2015-12-04"
"FFCC153587";"2015-12-12";"PROV1734";"2015-11-24";"2015-12-15"
"FFCC153612";"2015-12-22";"PROV40002720";"2015-12-01";"2015-12-25"
"FFCC153614";"2015-12-16";"PROV1441";"2015-11-20";"2015-12-19"
"FFCC153615";"2015-12-19";"PROV40000850";"2015-11-08";"2015-12-22"
"FFCC153623";"2015-12-11";"PROV40000500";"2015-10-31";"2015-12-14"
"FFCC153625";"2015-12-11";"PROV40000520";"2015-11-03";"2015-12-14"
"FFCC153626";"2015-12-04";"PROV40000520";"2015-10-11";"2015-12-07"
"FFCC153635";"2015-12-01";"PROV1485";"2015-10-27";"2015-12-04"
"FFCC153636";"2015-12-01";"PROV1485";"2015-10-04";"2015-12-04"
"FFCC153640";"2015-12-01";"PROV1551";"2015-11-29";"2015-12-04"
"FFCC153642";"2015-12-10";"PROV1485";"2015-11-27";"2015-12-13"
"FFCC153647";"2015-12-22";"PROV40002065";"2015-11-13";"2015-12-25"
"FFCC153649";"2015-12-01";"PROV1756";"2015-11-10";"2015-12-04"
"FFCC153650";"2015-12-30";"PROV40000520";"2015-11-18";"2016-01-02"
"FFCC160019";"2016-01-09";"PROV40000850";"2015-11-21";"2016-01-12"
"FFCC160020";"2016-01-11";"PROV40002330";"2015-12-28";"2016-01-14"
"FFCC160021";"2016-01-07";"PROV1650";"2015-12-17";"2016-01-10"
"FFCC160022";"2016-01-15";"PROV40001470";"2015-12-11";"2016-01-18"
"FFCC160023";"2016-01-15";"PROV1129";"2016-01-04";"2016-01-18"
"FFCC160024";"2016-01-18";"PROV40000500";"2015-12-28";"2016-01-21"
"FFCC160025";"2016-01-14";"PROV40001825";"2015-11-29";"2016-01-17"
"FFCC160026";"2016-01-08";"PROV40001000";"2015-11-27";"2016-01-11"
"FFCC160027";"2016-01-15";"PROV40000520";"2016-01-12";"2016-01-18"
"FFCC160028";"2016-01-11";"PROV1441";"2015-12-30";"2016-01-14"
"FFCC160029";"2016-01-14";"PROV1734";"2015-12-18";"2016-01-17"
"FFCC160030";"2016-01-25";"PROV40000500";"2015-12-11";"2016-01-28"
"FFCC160031";"2016-01-25";"PROV40002720";"2015-12-05";"2016-01-28"
"FFCC160032";"2016-01-16";"PROV40002330";"2015-12-15";"2016-01-19"
"FFCC160033";"2016-01-12";"PROV1876";"2015-12-31";"2016-01-15"
"FFCC160073";"2016-01-15";"PROV1061";"2016-01-06";"2016-01-18"
"FFCC160079";"2016-02-01";"PROV41000232";"2015-12-31";"2016-02-04"
"FFCC160080";"2016-01-08";"PROV1014";"2015-12-09";"2016-01-11"
"FFCC160081";"2016-01-02";"PROV1597";"2015-12-24";"2016-01-05"
"FFCC160084";"2016-01-13";"PROV1014";"2015-12-16";"2016-01-16"
"FFCC160085";"2016-01-02";"PROV1834";"2015-12-13";"2016-01-05"
"FFCC160088";"2016-01-02";"PROV1485";"2015-11-11";"2016-01-05"
"FFCC160092";"2016-01-13";"PROV1003";"2015-12-11";"2016-01-16"
"FFCC160093";"2016-01-02";"PROV1428";"2015-12-19";"2016-01-05"
"FFCC160096";"2016-01-15";"PROV1465";"2015-12-21";"2016-01-18"
"FFCC160097";"2016-01-11";"PROV1649";"2015-12-17";"2016-01-14"
"FFCC160098";"2016-01-12";"PROV1003";"2015-12-17";"2016-01-15"
"FFCC160099";"2016-01-31";"PROV40002065";"2015-12-16";"2016-02-03"
"FFCC160100";"2016-01-12";"PROV40002220";"2015-12-07";"2016-01-15"
"FFCC160112";"2016-01-02";"PROV1398";"2015-12-08";"2016-01-05"
"FFCC160119";"2016-01-05";"PROV40001000";"2015-11-29";"2016-01-08"
"FFCC160128";"2016-01-21";"PROV1397";"2016-01-08";"2016-01-24"
"FFCC160130";"2016-01-30";"PROV40000850";"2016-01-01";"2016-02-02"
"FFCC160133";"2016-01-02";"PROV1585";"2015-12-06";"2016-01-05"
"FFCC160148";"2016-01-02";"PROV1475";"2015-11-25";"2016-01-05"
"FFCC160151";"2016-01-15";"PROV40000187";"2015-12-14";"2016-01-18"
"FFCC160152";"2016-01-02";"PROV1551";"2015-12-01";"2016-01-05"
"FFCC160154";"2016-01-02";"PROV1585";"2015-11-26";"2016-01-05"
"FFCC160156";"2016-01-02";"PROV1551";"2015-12-01";"2016-01-05"
"FFCC160159";"2016-01-28";"PROV1485";"2016-01-01";"2016-01-31"
"FFCC160160";"2016-01-10";"PROV1485";"2015-12-14";"2016-01-13"
"FFCC160161";"2016-01-31";"PROV40002065";"2015-12-09";"2016-02-03"
"FFCC160162";"2016-01-11";"PROV1876";"2015-12-28";"2016-01-14"
"FFCC160166";"2016-01-08";"PROV1756";"2015-11-28";"2016-01-11"
"FFCC160167";"2016-01-20";"PROV40000187";"2015-12-09";"2016-01-23"
"FFCC160168";"2016-01-22";"PROV40000520";"2016-01-08";"2016-01-25"
"FFCC160169";"2016-01-31";"PROV41000980";"2015-12-11";"2016-02-03"
"FFCC160198";"2016-01-31";"PROV1184";"2015-12-23";"2016-02-03"
"FFCC160199";"2016-01-25";"PROV1441";"2015-12-26";"2016-01-28"
"FFCC160202";"2016-01-31";"PROV40000520";"2015-12-26";"2016-02-03"
"FFCC160217";"2016-01-25";"PROV40002330";"2015-12-05";"2016-01-28"
"FFCC160231";"2016-01-04";"PROV1485";"2015-12-03";"2016-01-07"
"FFCC160232";"2016-01-08";"PROV1585";"2015-11-30";"2016-01-11"
"FFCC160237";"2016-01-02";"PROV1597";"2015-11-25";"2016-01-05"
"FFCC160253";"2016-02-15";"PROV1133";"2016-01-21";"2016-02-18"
"FFCC160311";"2016-02-10";"PROV1014";"2015-12-27";"2016-02-13"
"FFCC160312";"2016-02-05";"PROV40000520";"2016-01-24";"2016-02-08"
"FFCC160313";"2016-02-10";"PROV40001825";"2016-01-27";"2016-02-13"
"FFCC160314";"2016-02-05";"PROV1734";"2015-12-25";"2016-02-08"
"FFCC160318";"2016-02-15";"PROV1129";"2016-01-05";"2016-02-18"
"FFCC160319";"2016-02-12";"PROV40000850";"2016-01-19";"2016-02-15"
"FFCC160320";"2016-02-01";"PROV1428";"2016-01-18";"2016-02-04"
"FFCC160328";"2016-02-15";"PROV40000500";"2016-02-08";"2016-02-18"
"FFCC160329";"2016-02-03";"PROV1014";"2016-01-05";"2016-02-06"
"FFCC160330";"2016-02-03";"PROV40001600";"2015-12-26";"2016-02-06"
"FFCC160331";"2016-02-02";"PROV1014";"2015-12-30";"2016-02-05"
"FFCC160332";"2016-02-01";"PROV1475";"2016-01-24";"2016-02-04"
"FFCC160335";"2016-02-03";"PROV40001000";"2015-12-28";"2016-02-06"
"FFCC160336";"2016-02-01";"PROV1475";"2016-01-06";"2016-02-04"
"FFCC160340";"2016-02-01";"PROV1398";"2016-01-15";"2016-02-04"
"FFCC160343";"2016-02-12";"PROV1397";"2016-02-01";"2016-02-15"
"FFCC160346";"2016-02-17";"PROV1650";"2016-01-22";"2016-02-20"
"FFCC160347";"2016-02-15";"PROV1170";"2016-01-07";"2016-02-18"
"FFCC160348";"2016-02-10";"PROV1465";"2016-01-20";"2016-02-13"
"FFCC160351";"2016-02-10";"PROV1441";"2016-01-22";"2016-02-13"
"FFCC160352";"2016-02-10";"PROV1650";"2016-01-28";"2016-02-13"
"FFCC160354";"2016-02-06";"PROV40002330";"2015-12-22";"2016-02-09"
"FFCC160356";"2016-02-04";"PROV1756";"2016-01-24";"2016-02-07"
"FFCC160358";"2016-02-09";"PROV40002330";"2015-12-29";"2016-02-12"
"FFCC160361";"2016-02-04";"PROV40001000";"2016-01-23";"2016-02-07"
"FFCC160362";"2016-02-11";"PROV1650";"2016-01-16";"2016-02-14"
"FFCC160363";"2016-02-02";"PROV1484";"2016-01-28";"2016-02-05"
"FFCC160365";"2016-02-22";"PROV40000500";"2016-01-10";"2016-02-25"
"FFCC160382";"2016-02-01";"PROV1398";"2016-01-14";"2016-02-04"
"FFCC160385";"2016-02-02";"PROV40002220";"2015-12-13";"2016-02-05"
"FFCC160391";"2016-02-12";"PROV40000520";"2016-01-04";"2016-02-15"
"FFCC160415";"2016-02-01";"PROV1485";"2015-12-21";"2016-02-04"
"FFCC160417";"2016-02-01";"PROV1733";"2016-01-04";"2016-02-04"
"FFCC160420";"2016-02-12";"PROV1061";"2016-01-29";"2016-02-15"
"FFCC160425";"2016-02-20";"PROV40002330";"2016-01-20";"2016-02-23"
"FFCC160426";"2016-02-25";"PROV40002720";"2016-01-11";"2016-02-28"
"FFCC160432";"2016-02-01";"PROV1585";"2015-12-20";"2016-02-04"
"FFCC160435";"2016-02-01";"PROV1875";"2015-12-15";"2016-02-04"
"FFCC160438";"2016-02-23";"PROV1876";"2016-01-29";"2016-02-26"
"FFCC160439";"2016-02-19";"PROV1876";"2016-02-01";"2016-02-22"
"FFCC160440";"2016-02-22";"PROV1443";"2016-02-13";"2016-02-25"
"FFCC160442";"2016-02-20";"PROV1734";"2016-01-11";"2016-02-23"
"FFCC160443";"2016-02-05";"PROV1876";"2016-01-06";"2016-02-08"
"FFCC160444";"2016-02-10";"PROV1003";"2016-01-05";"2016-02-13"
"FFCC160498";"2016-02-10";"PROV40000187";"2016-01-03";"2016-02-13"
"FFCC160499";"2016-02-29";"PROV40002065";"2016-01-17";"2016-03-03"
"FFCC160500";"2016-02-20";"PROV40000850";"2016-02-10";"2016-02-23"
"FFCC160501";"2016-02-15";"PROV1027";"2016-01-26";"2016-02-18"
"FFCC160507";"2016-02-24";"PROV1441";"2016-02-08";"2016-02-27"
"FFCC160513";"2016-02-15";"PROV1485";"2016-01-05";"2016-02-18"
"FFCC160523";"2016-02-08";"PROV40000500";"2016-01-24";"2016-02-11"
"FFCC160529";"2016-02-01";"PROV1551";"2016-01-02";"2016-02-04"
"FFCC160530";"2016-02-19";"PROV40000520";"2016-01-30";"2016-02-22"
"FFCC160531";"2016-02-18";"PROV1649";"2015-12-31";"2016-02-21"
"FFCC160532";"2016-02-29";"PROV1649";"2016-02-02";"2016-03-03"
"FFCC160533";"2016-02-29";"PROV40000520";"2016-01-28";"2016-03-03"
"FFCC160548";"2016-02-03";"PROV40002330";"2016-01-12";"2016-02-06"
"FFCC160549";"2016-02-01";"PROV1441";"2016-01-05";"2016-02-04"
"FFCC160559";"2016-02-01";"PROV1475";"2015-12-05";"2016-02-04"
"FFCC160599";"2016-03-01";"PROV40000850";"2016-01-26";"2016-03-04"
"FFCC160600";"2016-03-01";"PROV40000500";"2016-02-05";"2016-03-04"
"FFCC160601";"2016-03-01";"PROV40002220";"2016-01-26";"2016-03-04"
"FFCC160602";"2016-03-05";"PROV1734";"2016-02-11";"2016-03-08"
"FFCC160603";"2016-03-02";"PROV40000235";"2016-02-18";"2016-03-05"
"FFCC160604";"2016-03-07";"PROV40000500";"2016-01-26";"2016-03-10"
"FFCC160605";"2016-03-03";"PROV40001825";"2016-01-29";"2016-03-06"
"FFCC160606";"2016-03-16";"PROV1003";"2016-03-07";"2016-03-19"
"FFCC160607";"2016-03-03";"PROV1895";"2016-01-12";"2016-03-06"
"FFCC160608";"2016-03-03";"PROV1756";"2016-01-14";"2016-03-06"
"FFCC160609";"2016-03-09";"PROV1465";"2016-02-02";"2016-03-12"
"FFCC160610";"2016-03-01";"PROV1397";"2016-01-05";"2016-03-04"
"FFCC160611";"2016-03-15";"PROV1129";"2016-02-21";"2016-03-18"
"FFCC160612";"2016-03-10";"PROV1650";"2016-01-23";"2016-03-13"
"FFCC160619";"2016-03-09";"PROV1061";"2016-02-02";"2016-03-12"
"FFCC160651";"2016-03-02";"PROV1428";"2016-02-04";"2016-03-05"
"FFCC160654";"2016-03-15";"PROV1170";"2016-02-14";"2016-03-18"
"FFCC160655";"2016-03-17";"PROV1734";"2016-02-07";"2016-03-20"
"FFCC160656";"2016-03-15";"PROV1465";"2016-03-08";"2016-03-18"
"FFCC160657";"2016-03-16";"PROV1441";"2016-02-11";"2016-03-19"
"FFCC160658";"2016-03-16";"PROV1484";"2016-02-08";"2016-03-19"
"FFCC160659";"2016-03-11";"PROV40001000";"2016-01-24";"2016-03-14"
"FFCC160660";"2016-03-08";"PROV40001000";"2016-01-18";"2016-03-11"
"FFCC160664";"2016-03-01";"PROV1485";"2016-01-29";"2016-03-04"
"FFCC160671";"2016-03-10";"PROV1485";"2016-02-09";"2016-03-13"
"FFCC160674";"2016-03-23";"PROV40002720";"2016-03-10";"2016-03-26"
"FFCC160675";"2016-03-14";"PROV1027";"2016-02-15";"2016-03-17"
"FFCC160676";"2016-03-20";"PROV40000187";"2016-02-18";"2016-03-23"
"FFCC160677";"2016-03-18";"PROV40000500";"2016-03-04";"2016-03-21"
"FFCC160678";"2016-03-01";"PROV1875";"2016-01-29";"2016-03-04"
"FFCC160681";"2016-03-01";"PROV1551";"2016-01-10";"2016-03-04"
"FFCC160684";"2016-03-11";"PROV40000520";"2016-01-15";"2016-03-14"
"FFCC160693";"2016-03-15";"PROV1014";"2016-02-14";"2016-03-18"
"FFCC160694";"2016-03-11";"PROV1014";"2016-02-10";"2016-03-14"
"FFCC160695";"2016-03-17";"PROV40001000";"2016-02-10";"2016-03-20"
"FFCC160696";"2016-03-01";"PROV40000520";"2016-02-10";"2016-03-04"
"FFCC160698";"2016-03-01";"PROV1485";"2016-01-26";"2016-03-04"
"FFCC160705";"2016-03-18";"PROV1649";"2016-02-12";"2016-03-21"
"FFCC160706";"2016-03-21";"PROV1876";"2016-02-26";"2016-03-24"
"FFCC160707";"2016-03-22";"PROV1876";"2016-02-22";"2016-03-25"
"FFCC160723";"2016-03-19";"PROV40002330";"2016-02-24";"2016-03-22"
"FFCC160725";"2016-03-01";"PROV1398";"2016-01-22";"2016-03-04"
"FFCC160735";"2016-03-19";"PROV40000850";"2016-02-24";"2016-03-22"
"FFCC160747";"2016-03-23";"PROV1443";"2016-03-04";"2016-03-26"
"FFCC160748";"2016-03-29";"PROV1650";"2016-01-31";"2016-04-01"
"FFCC160749";"2016-03-30";"PROV40000500";"2016-02-20";"2016-04-02"
"FFCC160750";"2016-03-31";"PROV40002065";"2016-03-19";"2016-04-03"
"FFCC160783";"2016-03-21";"PROV1397";"2016-02-10";"2016-03-24"
"FFCC160785";"2016-03-31";"PROV40000187";"2016-03-23";"2016-04-03"
"FFCC160786";"2016-03-24";"PROV1485";"2016-03-15";"2016-03-27"
"FFCC160787";"2016-03-18";"PROV40000520";"2016-02-29";"2016-03-21"
"FFCC160788";"2016-03-31";"PROV40000850";"2016-03-07";"2016-04-03"
"FFCC160796";"2016-03-31";"PROV41000980";"2016-03-19";"2016-04-03"
"FFCC160804";"2016-03-01";"PROV1597";"2016-01-25";"2016-03-04"
"FFCC160807";"2016-03-01";"PROV1585";"2016-02-18";"2016-03-04"
"FFCC160821";"2016-03-31";"PROV1734";"2016-03-13";"2016-04-03"
"FFCC160822";"2016-03-25";"PROV1441";"2016-03-06";"2016-03-28"
"FFCC160823";"2016-03-25";"PROV40000520";"2016-02-27";"2016-03-28"
"FFCC160827";"2016-03-31";"PROV40000520";"2016-02-16";"2016-04-03"
"FFCC160828";"2016-03-17";"PROV1061";"2016-02-13";"2016-03-20"
"FFCC160839";"2016-03-01";"PROV1475";"2016-02-15";"2016-03-04"
"FFCC160854";"2016-03-23";"PROV40002220";"2016-02-10";"2016-03-26"
"FFCC160858";"2016-03-22";"PROV1756";"2016-02-22";"2016-03-25"
"FFCC160859";"2016-03-15";"PROV40001470";"2016-02-04";"2016-03-18"
"FFCC160871";"2016-03-20";"PROV1795";"2016-02-04";"2016-03-23"
"FFCC160909";"2016-04-14";"PROV1650";"2016-03-04";"2016-04-17"
"FFCC160910";"2016-04-11";"PROV1650";"2016-03-10";"2016-04-14"
"FFCC160911";"2016-04-15";"PROV1129";"2016-03-04";"2016-04-18"
"FFCC160912";"2016-04-01";"PROV1834";"2016-03-19";"2016-04-04"
"FFCC160915";"2016-04-09";"PROV1475";"2016-03-20";"2016-04-12"
"FFCC160918";"2016-04-05";"PROV1734";"2016-02-23";"2016-04-08"
"FFCC160919";"2016-04-08";"PROV1484";"2016-03-24";"2016-04-11"
"FFCC160920";"2016-04-01";"PROV1061";"2016-03-16";"2016-04-04"
"FFCC160921";"2016-04-01";"PROV1870";"2016-03-11";"2016-04-04"
"FFCC160923";"2016-04-05";"PROV1003";"2016-02-25";"2016-04-08"
"FFCC160924";"2016-04-19";"PROV1003";"2016-03-06";"2016-04-22"
"FFCC160925";"2016-04-12";"PROV1061";"2016-02-25";"2016-04-15"
"FFCC160926";"2016-04-07";"PROV40001000";"2016-03-17";"2016-04-10"
"FFCC160927";"2016-04-01";"PROV1485";"2016-02-07";"2016-04-04"
"FFCC160928";"2016-04-01";"PROV1485";"2016-03-10";"2016-04-04"
"FFCC160929";"2016-04-01";"PROV1485";"2016-03-04";"2016-04-04"
"FFCC160930";"2016-04-01";"PROV1485";"2016-02-12";"2016-04-04"
"FFCC160932";"2016-04-01";"PROV1485";"2016-03-13";"2016-04-04"
"FFCC160934";"2016-04-01";"PROV40002220";"2016-02-12";"2016-04-04"
"FFCC160937";"2016-04-15";"PROV40000500";"2016-03-22";"2016-04-18"
"FFCC160950";"2016-04-15";"PROV40000850";"2016-03-01";"2016-04-18"
"FFCC160951";"2016-04-15";"PROV40001825";"2016-02-27";"2016-04-18"
"FFCC160953";"2016-04-01";"PROV1475";"2016-02-19";"2016-04-04"
"FFCC160955";"2016-04-15";"PROV40000520";"2016-03-09";"2016-04-18"
"FFCC160956";"2016-04-01";"PROV1398";"2016-03-04";"2016-04-04"
"FFCC160962";"2016-04-01";"PROV1597";"2016-02-17";"2016-04-04"
"FFCC160964";"2016-04-12";"PROV1014";"2016-03-11";"2016-04-15"
"FFCC160965";"2016-04-01";"PROV1428";"2016-03-07";"2016-04-04"
"FFCC160968";"2016-04-08";"PROV40000850";"2016-03-03";"2016-04-11"
"FFCC160969";"2016-04-08";"PROV40000500";"2016-03-18";"2016-04-11"
"FFCC160973";"2016-04-12";"PROV1756";"2016-03-31";"2016-04-15"
"FFCC160979";"2016-04-20";"PROV1441";"2016-04-06";"2016-04-23"
"FFCC160980";"2016-04-11";"PROV40002330";"2016-03-25";"2016-04-14"
"FFCC160989";"2016-04-15";"PROV1014";"2016-03-31";"2016-04-18"
"FFCC160997";"2016-04-10";"PROV1465";"2016-02-16";"2016-04-13"
"FFCC160998";"2016-04-15";"PROV1485";"2016-04-09";"2016-04-18"
"FFCC161000";"2016-04-21";"PROV1895";"2016-03-13";"2016-04-24"
"FFCC161001";"2016-04-13";"PROV1485";"2016-03-26";"2016-04-16"
"FFCC161019";"2016-04-01";"PROV1475";"2016-03-13";"2016-04-04"
"FFCC161022";"2016-04-01";"PROV1585";"2016-02-10";"2016-04-04"
"FFCC161026";"2016-04-01";"PROV1585";"2016-03-03";"2016-04-04"
"FFCC161048";"2016-04-18";"PROV40002330";"2016-02-29";"2016-04-21"
"FFCC161049";"2016-04-28";"PROV1485";"2016-04-10";"2016-05-01"
"FFCC161055";"2016-04-30";"PROV41000980";"2016-03-05";"2016-05-03"
"FFCC161057";"2016-04-30";"PROV40002065";"2016-03-10";"2016-05-03"
"FFCC161058";"2016-04-12";"PROV40000735";"2016-03-31";"2016-04-15"
"FFCC161059";"2016-04-25";"PROV1027";"2016-03-11";"2016-04-28"
"FFCC161060";"2016-04-25";"PROV40002720";"2016-04-08";"2016-04-28"
"FFCC161061";"2016-04-20";"PROV1734";"2016-04-11";"2016-04-23"
"FFCC161062";"2016-04-15";"PROV40000187";"2016-03-26";"2016-04-18"
"FFCC161064";"2016-04-25";"PROV40000187";"2016-03-07";"2016-04-28"
"FFCC161069";"2016-04-27";"PROV1876";"2016-03-24";"2016-04-30"
"FFCC161070";"2016-04-15";"PROV40001000";"2016-03-15";"2016-04-18"
"FFCC161078";"2016-04-23";"PROV40002330";"2016-03-25";"2016-04-26"
"FFCC161079";"2016-04-30";"PROV40000850";"2016-03-17";"2016-05-03"
"FFCC161128";"2016-04-30";"PROV1465";"2016-03-28";"2016-05-03"
"FFCC161129";"2016-04-30";"PROV1129";"2016-04-08";"2016-05-03"
"FFCC161130";"2016-04-22";"PROV1734";"2016-02-28";"2016-04-25"
"FFCC161141";"2016-04-19";"PROV1670";"2016-04-13";"2016-04-22"
"FFCC161142";"2016-04-19";"PROV1670";"2016-04-05";"2016-04-22"
"FFCC161149";"2016-04-08";"PROV40002065";"2016-03-06";"2016-04-11"
"FFCC161151";"2016-04-22";"PROV40000520";"2016-03-27";"2016-04-25"
"FFCC161156";"2016-04-14";"PROV1875";"2016-03-30";"2016-04-17"
"FFCC161159";"2016-04-30";"PROV40000520";"2016-04-13";"2016-05-03"
"FFCC161161";"2016-04-21";"PROV1428";"2016-03-01";"2016-04-24"
"FFCC161164";"2016-04-29";"PROV1734";"2016-04-17";"2016-05-02"
"FFCC161175";"2016-04-20";"PROV1790";"2016-04-01";"2016-04-23"
"FFCC161183";"2016-04-26";"PROV40000235";"2016-04-04";"2016-04-29"
"FFCC161185";"2016-04-15";"PROV1734";"2016-02-20";"2016-04-18"
"FFCC161186";"2016-04-28";"PROV1441";"2016-04-01";"2016-05-01"
"FFCC161190";"2016-04-15";"PROV1649";"2016-02-24";"2016-04-18"
"FFCC161191";"2016-04-27";"PROV1649";"2016-04-13";"2016-04-30"
"FFCC161192";"2016-04-26";"PROV1649";"2016-04-12";"2016-04-29"
"FFCC161197";"2016-04-22";"PROV1061";"2016-04-19";"2016-04-25"
"FFCC161198";"2016-04-01";"PROV1551";"2016-03-03";"2016-04-04"
"FFCC161214";"2016-04-01";"PROV1585";"2016-03-11";"2016-04-04"
"FFCC161215";"2016-04-01";"PROV1834";"2016-02-24";"2016-04-04"
"FFCC161216";"2016-04-29";"PROV40002220";"2016-03-12";"2016-05-02"
"FFCC161236";"2016-05-16";"PROV1129";"2016-04-23";"2016-05-19"
"FFCC161237";"2016-05-02";"PROV40002330";"2016-03-21";"2016-05-05"
"FFCC161238";"2016-05-06";"PROV40000500";"2016-04-01";"2016-05-09"
"FFCC161239";"2016-05-12";"PROV1734";"2016-04-22";"2016-05-15"
"FFCC161240";"2016-05-01";"PROV40000187";"2016-04-17";"2016-05-04"
"FFCC161241";"2016-05-06";"PROV40000850";"2016-04-29";"2016-05-09"
"FFCC161242";"2016-05-01";"PROV1170";"2016-04-18";"2016-05-04"
"FFCC161243";"2016-05-05";"PROV1649";"2016-04-25";"2016-05-08"
"FFCC161244";"2016-05-05";"PROV1649";"2016-03-17";"2016-05-08"
"FFCC161245";"2016-05-04";"PROV1650";"2016-03-30";"2016-05-07"
"FFCC161246";"2016-05-01";"PROV40002220";"2016-04-19";"2016-05-04"
"FFCC161247";"2016-05-11";"PROV40001000";"2016-05-01";"2016-05-14"
"FFCC161248";"2016-05-07";"PROV40002330";"2016-04-01";"2016-05-10"
"FFCC161249";"2016-05-12";"PROV40000235";"2016-03-25";"2016-05-15"
"FFCC161265";"2016-05-01";"PROV1428";"2016-04-14";"2016-05-04"
"FFCC161269";"2016-05-05";"PROV1003";"2016-04-03";"2016-05-08"
"FFCC161272";"2016-05-14";"PROV1734";"2016-04-08";"2016-05-17"
"FFCC161274";"2016-05-01";"PROV1397";"2016-04-16";"2016-05-04"
"FFCC161276";"2016-05-04";"PROV40001000";"2016-03-18";"2016-05-07"
"FFCC161278";"2016-05-01";"PROV1485";"2016-03-28";"2016-05-04"
"FFCC161282";"2016-05-06";"PROV40000520";"2016-03-14";"2016-05-09"
"FFCC161283";"2016-05-01";"PROV40001825";"2016-03-21";"2016-05-04"
"FFCC161284";"2016-05-15";"PROV1323";"2016-05-12";"2016-05-18"
"FFCC161285";"2016-05-11";"PROV1475";"2016-03-29";"2016-05-14"
"FFCC161288";"2016-05-06";"PROV1397";"2016-03-27";"2016-05-09"
"FFCC161290";"2016-05-01";"PROV1870";"2016-04-16";"2016-05-04"
